car_id,make,model,year,mileage,price,transmission,fuel_type,condition,seller_rating,num_photos,description_length,days_listed,sold_fast
2096,Ford,F-150,2019,109539,10823.59,Automatic,Gas,Excellent,4.5,23,427,44,1
2097,Ford,F-150,2005,23325,1500.0,Manual,Gas,Good,4.8,16,180,18,0
2098,Mercedes,C-Class,2007,114566,1500.0,Automatic,Diesel,Excellent,4.7,27,476,30,1
2099,Mercedes,C-Class,2018,61238,13081.1,Automatic,Gas,Good,4.0,31,442,88,0
2100,Honda,Civic,2010,115275,1500.0,Automatic,Gas,Fair,4.4,27,182,70,0
2101,Honda,Civic,2022,57403,9313.75,Automatic,Hybrid,Poor,5.0,26,606,47,1
2102,Ford,F-150,2005,13182,1500.0,Automatic,Gas,Excellent,4.8,31,480,34,1
2103,Chevrolet,Malibu,2010,54656,1500.0,Automatic,Gas,Good,3.7,17,192,119,0
2104,Toyota,Camry,2010,113106,1500.0,Automatic,Gas,Good,2.7,30,277,76,1
2105,Mercedes,C-Class,2020,35022,18163.62,Automatic,Gas,Fair,4.4,16,315,42,1
2106,Chevrolet,Malibu,2009,47439,1500.0,Automatic,Gas,Good,4.7,6,315,23,0
2107,BMW,X5,2021,53869,26800.32,Automatic,Gas,Excellent,3.5,8,443,100,0
2108,Mercedes,C-Class,2014,10512,8197.71,Automatic,Gas,Good,4.2,9,253,40,0
2109,Mercedes,C-Class,2022,163212,19435.92,Automatic,Gas,Good,4.0,15,569,15,1
2110,Honda,Civic,2011,34862,1500.0,Automatic,Gas,Good,4.3,19,556,115,0
2111,Toyota,Camry,2007,81100,1500.0,Manual,Gas,Fair,3.9,31,492,80,0
2112,Toyota,Camry,2017,56839,8896.65,Automatic,Gas,Excellent,5.0,19,406,109,1
2113,Hyundai,Elantra,2019,127334,2810.89,Automatic,Gas,Poor,4.3,6,540,57,0
2114,Nissan,Altima,2023,76392,12866.75,Automatic,Diesel,Excellent,3.7,21,358,111,1
2115,Nissan,Altima,2007,52002,1500.0,Automatic,Diesel,Poor,4.8,28,291,14,0
2116,Nissan,Altima,2008,35027,1500.0,Manual,Gas,Fair,,22,578,79,0
2117,Nissan,Altima,2009,96636,1500.0,Automatic,Gas,Good,5.0,15,447,12,0
2118,BMW,X5,2005,19456,1500.0,Automatic,Hybrid,Good,,31,297,107,0
2119,BMW,X5,2008,88215,1500.0,Automatic,Gas,Excellent,5.0,11,337,117,0
2120,Mercedes,C-Class,2016,30963,14657.69,Manual,Gas,Excellent,4.1,4,289,35,1
2121,Ford,F-150,2014,126927,4774.76,Manual,Gas,Excellent,3.9,32,703,25,0
2122,Honda,Civic,2017,65958,8234.25,Automatic,Hybrid,Excellent,4.3,22,400,78,0
2123,Honda,Civic,2018,88121,8245.38,Manual,Gas,Good,4.1,25,423,2,0
2124,Nissan,Altima,2009,62893,1500.0,Automatic,Gas,Excellent,3.8,20,508,18,1
2125,Mercedes,C-Class,2008,20922,1500.0,Automatic,Gas,Fair,3.9,26,217,35,1
2126,Hyundai,Elantra,2018,35723,8921.16,Automatic,Gas,Good,4.0,28,564,9,0
2127,Chevrolet,Malibu,2014,89628,3761.0,Manual,Gas,Good,3.5,22,308,11,1
2128,Ford,F-150,2021,66170,15715.79,Automatic,Gas,Good,4.6,27,674,90,1
2129,Mercedes,C-Class,2014,121612,5411.29,Automatic,Gas,Good,4.2,32,353,67,0
2130,Ford,F-150,2011,76264,1500.0,Automatic,Gas,Excellent,4.0,19,555,69,1
2131,Ford,F-150,2020,33522,13194.71,Automatic,Gas,Good,3.5,9,25,96,1
2132,Ford,F-150,2005,37136,1500.0,Manual,Gas,Fair,3.5,19,223,105,1
2133,Mercedes,C-Class,2021,63687,21630.34,Automatic,Gas,Good,5.0,29,355,74,1
2134,Nissan,Altima,2013,14936,1692.73,Manual,Gas,Excellent,3.8,12,95,38,1
2135,Honda,Civic,2010,163417,1500.0,Manual,Gas,Fair,4.6,29,490,70,1
2136,Honda,Civic,2023,78045,14834.59,Automatic,Gas,Excellent,4.3,27,446,75,1
2137,Nissan,Altima,2017,125018,6386.58,Automatic,Gas,Good,2.5,16,251,81,0
2138,Ford,F-150,2007,23193,1500.0,Automatic,Hybrid,Good,5.0,30,397,59,1
2139,Chevrolet,Malibu,2011,126340,1500.0,Automatic,Gas,Good,4.6,28,520,66,0
2140,Toyota,Camry,2013,228410,2070.17,Automatic,Gas,Fair,3.7,14,84,41,0
2141,Mercedes,C-Class,2009,27104,1500.0,Automatic,Gas,Fair,4.2,31,208,24,0
2142,Toyota,Camry,2014,95114,4237.33,Automatic,Gas,Good,3.5,28,349,50,0
2143,Hyundai,Elantra,2021,59914,12140.09,Manual,Hybrid,Excellent,5.0,14,403,5,1
2144,Nissan,Altima,2016,23702,3202.97,Automatic,Gas,Fair,3.7,19,391,21,0
2145,Chevrolet,Malibu,2020,80477,11180.07,Automatic,Gas,Good,3.9,21,533,6,1
2146,Mercedes,C-Class,2007,98731,1500.0,Manual,Hybrid,Excellent,3.8,30,471,4,0
2147,Nissan,Altima,2013,41744,1500.0,Automatic,Gas,Good,4.2,25,504,9,1
2148,Ford,F-150,2019,120517,9269.83,Automatic,Gas,Excellent,5.0,16,191,69,1
2149,Honda,Civic,2009,22025,1500.0,Automatic,Gas,Excellent,5.0,34,421,68,1
2150,Toyota,Camry,2017,24419,2878.84,Automatic,Gas,Fair,4.0,31,353,9,1
2151,BMW,X5,2018,64988,10854.08,Automatic,Hybrid,Good,4.4,19,619,18,0
2152,BMW,X5,2019,60793,21192.55,Automatic,Gas,Excellent,4.2,17,426,59,0
2153,Chevrolet,Malibu,2020,38950,10773.78,Automatic,Hybrid,Good,3.6,23,299,43,1
2154,Ford,F-150,2017,97319,5783.99,Automatic,Hybrid,Fair,5.0,8,527,80,0
2155,Hyundai,Elantra,2021,82333,10836.84,Automatic,Gas,Excellent,5.0,32,484,66,0
2156,Toyota,Camry,2012,100195,1500.0,Automatic,Gas,Good,,21,276,29,0
2157,Ford,F-150,2006,55609,1500.0,Automatic,Gas,Fair,5.0,34,347,48,1
2158,Toyota,Camry,2009,85952,1500.0,Automatic,Gas,Excellent,4.9,31,350,51,1
2159,Chevrolet,Malibu,2010,45826,1500.0,Automatic,Gas,Good,4.2,24,584,42,0
2160,Chevrolet,Malibu,2016,205313,8569.54,Automatic,Gas,Excellent,4.4,22,430,36,0
2161,Hyundai,Elantra,2022,36771,10263.7,Automatic,Gas,Good,5.0,8,509,76,0
2162,BMW,X5,2005,211753,1500.0,Automatic,Hybrid,Fair,3.6,8,326,105,0
2163,Ford,F-150,2021,61140,16179.93,Automatic,Gas,Excellent,5.0,34,450,45,1
2164,Mercedes,C-Class,2015,26230,7115.96,Automatic,Gas,Fair,4.1,6,595,101,0
2165,BMW,X5,2014,136059,5561.21,Automatic,Diesel,Fair,5.0,3,345,98,0
2166,Ford,F-150,2023,64572,14132.22,Automatic,Gas,Good,4.2,21,417,35,1
2167,BMW,X5,2018,99775,16858.85,Automatic,Gas,Good,4.4,13,195,104,0
2168,Mercedes,C-Class,2014,124780,2636.0,Automatic,Gas,Excellent,4.2,28,285,6,1
2169,Honda,Civic,2019,73333,5797.24,Automatic,Gas,Fair,3.9,9,349,37,0
2170,Honda,Civic,2023,41967,14405.04,Automatic,Gas,Good,4.0,4,240,36,1
2171,Hyundai,Elantra,2008,107519,1500.0,Manual,Gas,Good,5.0,6,598,84,0
2172,Honda,Civic,2006,59901,1500.0,Automatic,Gas,Good,2.8,8,274,16,0
2173,Honda,Civic,2013,90356,1500.0,Automatic,Hybrid,Good,3.5,7,518,72,0
2174,Nissan,Altima,2014,16444,2486.7,Automatic,Gas,Fair,3.8,32,428,108,0
2175,Toyota,Camry,2015,78291,3654.23,Automatic,Gas,Good,3.6,24,404,22,1
2176,Nissan,Altima,2018,40816,7738.04,Automatic,Gas,Fair,5.0,23,622,69,0
2177,Nissan,Altima,2011,161455,1500.0,Automatic,Gas,Good,5.0,11,60,69,0
2178,Hyundai,Elantra,2019,87016,8847.19,Automatic,Gas,Excellent,4.6,13,370,118,1
2179,Nissan,Altima,2023,69141,11681.8,Manual,Hybrid,Fair,3.8,34,237,63,1
2180,Honda,Civic,2019,80160,9086.96,Manual,Gas,Good,5.0,30,105,109,1
2181,Mercedes,C-Class,2012,32890,1500.0,Automatic,Gas,Good,3.2,31,220,75,1
2182,Hyundai,Elantra,2015,158570,1500.0,Manual,Gas,Poor,5.0,34,402,107,0
2183,Hyundai,Elantra,2013,197762,3991.92,Automatic,Gas,Excellent,3.8,20,291,19,0
2184,Chevrolet,Malibu,2019,75792,11356.38,Automatic,Gas,Good,4.0,22,534,103,0
2185,Hyundai,Elantra,2005,155475,1500.0,Automatic,Gas,Excellent,3.9,19,367,81,0
2186,Chevrolet,Malibu,2005,42553,1500.0,Automatic,Gas,,3.6,30,351,101,1
2187,Hyundai,Elantra,2023,37113,10911.97,Automatic,Gas,Fair,5.0,15,351,102,1
2188,Toyota,Camry,2007,61362,1500.0,Automatic,Gas,Poor,4.7,25,385,18,0
2189,Honda,Civic,2014,77727,4949.41,Automatic,Gas,Good,4.9,19,337,114,1
2190,Hyundai,Elantra,2012,47268,1500.0,Automatic,Gas,Fair,3.5,24,272,73,0
2191,Honda,Civic,2019,82674,5088.81,Automatic,Hybrid,Fair,4.3,28,548,114,0
2192,Honda,Civic,2014,71957,1500.0,Automatic,Gas,Good,4.5,12,306,115,0
2193,BMW,X5,2005,32893,1500.0,Automatic,Gas,Excellent,4.4,31,342,17,0
2194,Hyundai,Elantra,2022,81738,9107.91,Manual,Gas,Good,3.5,27,464,41,0
2195,Ford,F-150,2006,100520,1500.0,Automatic,Gas,Poor,4.8,20,447,33,0
2196,BMW,X5,2023,66362,17392.73,Automatic,Gas,Poor,4.3,34,265,84,1
2197,Ford,F-150,2017,119561,6374.39,Manual,Gas,Good,3.6,19,513,55,0
2198,Honda,Civic,2005,28841,1500.0,Automatic,Gas,Fair,3.1,14,480,82,1
2199,Honda,Civic,2006,79282,1500.0,Automatic,Gas,Excellent,4.6,17,426,24,0
2200,BMW,X5,2020,29668,25635.33,Automatic,Diesel,Excellent,5.0,29,335,77,0
2201,BMW,X5,2019,30685,13684.47,Automatic,Gas,Poor,3.6,29,338,40,0
2202,Ford,F-150,2017,41004,7215.18,Automatic,Gas,,4.3,29,369,28,0
2203,Chevrolet,Malibu,2020,34022,11768.76,Automatic,Gas,Excellent,4.9,28,215,110,1
2204,Ford,F-150,2021,43096,11909.06,Automatic,Diesel,Good,3.4,31,394,67,0
2205,BMW,X5,2011,52654,1500.0,Automatic,Gas,Good,3.9,21,533,100,1
2206,Mercedes,C-Class,2021,98942,20424.37,Manual,Gas,Good,3.7,24,531,75,1
2207,BMW,X5,2011,49380,1500.0,Automatic,Diesel,Excellent,4.8,17,342,39,1
2208,Mercedes,C-Class,2017,23123,10423.74,Manual,Gas,Fair,5.0,15,559,21,0
2209,Toyota,Camry,2009,118662,1500.0,Manual,Gas,Fair,4.3,9,685,37,0
2210,BMW,X5,2021,36233,27000.61,Automatic,Gas,Good,3.7,13,352,2,0
2211,Toyota,Camry,2007,57801,1500.0,Automatic,Diesel,Good,3.9,10,503,6,0
2212,Chevrolet,Malibu,2011,78270,1500.0,Automatic,Hybrid,Good,3.8,22,60,52,0
2213,Ford,F-150,2021,67492,15281.95,Manual,Hybrid,Good,,18,211,5,0
2214,Mercedes,C-Class,2011,115440,1680.58,Automatic,Gas,Good,4.1,26,413,47,0
2215,Ford,F-150,2005,79809,1500.0,Automatic,Hybrid,Good,4.5,25,248,43,1
2216,Toyota,Camry,2021,35711,15566.57,Automatic,Gas,Good,4.5,13,705,96,0
2217,Mercedes,C-Class,2021,221269,13217.18,Automatic,Gas,Excellent,4.2,26,489,101,0
2218,Ford,F-150,2015,67278,5949.03,Manual,Gas,Good,4.2,7,544,114,0
2219,BMW,X5,2007,54808,1500.0,Automatic,Gas,Good,4.2,28,395,40,0
2220,Honda,Civic,2019,106761,7985.32,Manual,Gas,Good,3.4,9,249,11,1
2221,Toyota,Camry,2015,69540,1648.61,Automatic,Gas,Fair,4.3,18,322,81,1
2222,Ford,F-150,2020,76079,14517.6,Automatic,Hybrid,Good,,32,438,14,1
2223,Toyota,Camry,2013,267081,1677.92,Manual,Gas,Fair,3.4,18,304,2,0
2224,Nissan,Altima,2005,50763,1500.0,Automatic,Gas,Excellent,4.4,22,500,39,1
2225,Toyota,Camry,2020,49480,8458.55,Manual,Hybrid,Good,3.8,31,506,63,0
2226,Mercedes,C-Class,2013,64212,4131.25,Automatic,Gas,Fair,4.3,19,400,63,1
2227,Nissan,Altima,2023,113881,10370.23,Automatic,Gas,Good,4.7,21,126,119,0
2228,Hyundai,Elantra,2016,24247,3962.11,Automatic,Gas,Good,3.6,30,657,18,1
2229,Mercedes,C-Class,2023,18410,26980.76,Manual,Gas,Good,4.3,28,368,97,1
2230,Honda,Civic,2013,42096,1500.0,Manual,Gas,Fair,3.1,17,806,94,0
2231,Nissan,Altima,2011,22463,1500.0,Automatic,Gas,Good,5.0,27,497,79,1
2232,Hyundai,Elantra,2018,46402,7673.39,Automatic,Diesel,Fair,3.4,17,368,93,1
2233,BMW,X5,2023,80942,14686.75,Automatic,Gas,Poor,3.9,29,467,90,0
2234,Toyota,Camry,2023,35085,14319.7,Automatic,Gas,Good,5.0,22,97,1,1
2235,Ford,F-150,2006,25435,1500.0,Automatic,Gas,Good,4.1,32,553,17,1
2236,Chevrolet,Malibu,2013,62417,1500.0,Automatic,Gas,Excellent,3.5,23,785,54,1
2237,Toyota,Camry,2017,100461,4336.97,Manual,Gas,,4.6,17,86,39,0
2238,Hyundai,Elantra,2019,21655,9584.08,Automatic,Hybrid,Good,4.6,5,356,48,0
2239,Toyota,Camry,2007,97942,1500.0,Automatic,Gas,Fair,3.8,14,384,66,0
2240,Honda,Civic,2015,97771,3020.21,Automatic,Gas,Good,3.9,29,531,15,1
2241,BMW,X5,2018,106133,7624.85,Automatic,Hybrid,Poor,3.9,8,715,22,0
2242,Chevrolet,Malibu,2012,124378,1500.0,Manual,Gas,Excellent,4.1,22,457,20,0
2243,Nissan,Altima,2022,224405,6441.78,Automatic,Gas,Good,3.1,7,721,93,0
2244,Nissan,Altima,2023,48355,13194.19,Manual,Gas,Good,4.1,13,425,89,0
2245,Nissan,Altima,2020,63942,10204.94,Manual,Gas,Good,5.0,25,467,43,1
2246,Hyundai,Elantra,2006,46636,1500.0,Automatic,Diesel,Fair,3.7,14,449,56,0
2247,Mercedes,C-Class,2012,59945,3434.57,Automatic,Gas,Excellent,3.8,9,583,24,1
2248,Mercedes,C-Class,2010,150200,1500.0,Automatic,Gas,Excellent,3.5,11,336,98,0
2249,Ford,F-150,2016,26715,7992.6,Automatic,Gas,Good,4.6,20,522,43,1
2250,Chevrolet,Malibu,2019,35716,11158.22,Automatic,Hybrid,Good,4.9,16,215,21,1
2251,Nissan,Altima,2012,136804,3312.69,Automatic,Diesel,Fair,4.9,6,357,48,0
2252,Mercedes,C-Class,2008,110417,1500.0,Automatic,Gas,Poor,3.5,33,304,66,0
2253,Hyundai,Elantra,2019,48152,9692.56,Automatic,Gas,Excellent,4.5,10,413,115,1
2254,Ford,F-150,2021,99971,12083.16,Automatic,Gas,Good,5.0,18,352,16,0
2255,BMW,X5,2017,73477,14387.42,Automatic,Gas,Good,4.5,6,569,40,1
2256,Ford,F-150,2022,147290,8779.45,Automatic,Hybrid,Poor,4.5,30,268,21,0
2257,Mercedes,C-Class,2006,62611,1500.0,Automatic,Hybrid,Fair,3.9,34,140,52,1
2258,Honda,Civic,2017,110788,7769.18,Automatic,Diesel,,4.3,21,196,101,1
2259,Hyundai,Elantra,2017,292203,2833.25,Automatic,Gas,Good,4.9,32,549,8,0
2260,Honda,Civic,2019,85721,9799.9,Automatic,Diesel,Excellent,4.4,28,254,78,1
2261,Nissan,Altima,2014,61672,1500.0,Automatic,Hybrid,Good,3.5,8,459,110,1
2262,Honda,Civic,2007,92361,1500.0,Automatic,Gas,Good,3.9,21,355,55,0
2263,Nissan,Altima,2023,48090,11755.48,Automatic,Gas,Good,4.9,17,523,86,1
2264,Nissan,Altima,2007,250892,1500.0,Automatic,Gas,Good,4.4,14,365,82,0
2265,Mercedes,C-Class,2018,66705,15802.62,Manual,Gas,Good,4.3,32,814,58,1
2266,Honda,Civic,2012,50829,1500.0,Automatic,Hybrid,Good,3.9,14,684,5,1
2267,Nissan,Altima,2008,36264,1500.0,Automatic,Gas,Good,4.9,4,352,42,1
2268,Chevrolet,Malibu,2015,115650,3212.36,Automatic,Gas,Excellent,5.0,11,332,111,1
2269,BMW,X5,2015,100741,8001.61,Automatic,Gas,Excellent,5.0,5,869,109,0
2270,Ford,F-150,2015,44426,5059.03,Automatic,Gas,Excellent,5.0,3,238,30,1
2271,Ford,F-150,2006,84615,1500.0,Manual,Diesel,Fair,4.0,16,391,95,0
2272,Mercedes,C-Class,2021,24218,27648.15,Automatic,Gas,Excellent,3.9,30,403,9,1
2273,Honda,Civic,2013,66901,4711.01,Manual,Gas,Fair,4.1,33,399,95,0
2274,Honda,Civic,2006,78562,1500.0,Automatic,Gas,Excellent,4.2,33,139,95,1
2275,Nissan,Altima,2019,166774,6298.7,Manual,Gas,Good,5.0,30,474,41,1
2276,Hyundai,Elantra,2020,37703,7671.56,Automatic,Gas,Fair,,15,254,51,1
2277,Toyota,Camry,2008,27805,1500.0,Automatic,Hybrid,Good,4.5,31,615,57,1
2278,Nissan,Altima,2012,34987,1500.0,Automatic,Gas,Excellent,3.3,27,181,73,1
2279,BMW,X5,2013,26851,4496.46,Automatic,Gas,Excellent,3.2,7,408,101,0
2280,Chevrolet,Malibu,2009,133518,1500.0,Automatic,Gas,Fair,4.3,9,67,61,0
2281,Ford,F-150,2020,151627,11004.2,Automatic,Gas,Good,4.7,16,76,6,1
2282,Nissan,Altima,2017,72557,3749.8,Automatic,Hybrid,Good,4.2,18,274,119,0
2283,Toyota,Camry,2011,124589,1500.0,Automatic,Gas,Good,5.0,20,295,106,1
2284,Toyota,Camry,2021,64885,13266.11,Automatic,Gas,Good,3.6,16,619,26,0
2285,Nissan,Altima,2007,56552,1500.0,Automatic,Gas,Excellent,3.5,3,393,74,0
2286,Mercedes,C-Class,2009,49029,1500.0,Manual,Gas,Good,,8,593,6,1
2287,Ford,F-150,2023,49700,18936.51,Automatic,Gas,Good,3.8,31,343,53,1
2288,Mercedes,C-Class,2016,23654,13367.6,Automatic,Gas,Excellent,4.5,23,490,61,1
2289,Chevrolet,Malibu,2011,70161,1500.0,Automatic,Gas,Fair,3.9,12,291,33,0
2290,Toyota,Camry,2013,58442,1500.0,Automatic,Diesel,Fair,3.3,34,280,116,0
2291,Toyota,Camry,2010,93640,1500.0,Manual,Gas,Fair,4.7,8,126,45,0
2292,BMW,X5,2021,63329,25362.45,Automatic,Gas,Excellent,3.1,4,450,94,0
2293,Chevrolet,Malibu,2020,54305,9306.17,Automatic,Hybrid,Good,3.6,9,439,40,1
2294,Toyota,Camry,2007,35499,1500.0,Manual,Hybrid,Fair,3.2,19,516,24,0
2295,Chevrolet,Malibu,2008,62523,1500.0,Automatic,Gas,Excellent,4.3,29,432,92,1
2296,Ford,F-150,2014,93240,5106.71,Automatic,Gas,Excellent,4.3,26,703,45,0
2297,Honda,Civic,2009,30151,1500.0,Manual,Gas,Fair,5.0,16,426,38,0
2298,Toyota,Camry,2014,63100,3410.01,Automatic,Gas,Good,,25,548,29,1
2299,BMW,X5,2016,68859,9597.51,Automatic,Gas,Good,5.0,9,351,115,1
2300,Ford,F-150,2014,38916,4347.3,Automatic,Gas,Good,4.4,24,263,108,1
2301,Nissan,Altima,2017,42078,4596.33,Automatic,Gas,Fair,3.6,28,507,79,1
2302,Chevrolet,Malibu,2015,68759,5080.07,Manual,Gas,Good,4.3,23,386,8,0
2303,Nissan,Altima,2020,30331,8264.09,Automatic,Gas,Fair,4.6,11,524,64,0
2304,Mercedes,C-Class,2012,73862,2668.55,Automatic,Gas,Good,4.6,21,452,87,1
2305,Ford,F-150,2012,34988,1500.0,Automatic,Gas,Good,3.9,32,281,107,1
2306,Nissan,Altima,2012,113290,1500.0,Automatic,Gas,Good,4.5,27,561,73,0
2307,Hyundai,Elantra,2017,243457,3842.85,Automatic,Gas,Excellent,,23,269,51,0
2308,Hyundai,Elantra,2006,35722,1500.0,Automatic,Gas,Good,3.6,26,493,75,1
2309,Toyota,Camry,2016,82497,4632.1,Automatic,Gas,Good,,13,592,6,0
2310,Chevrolet,Malibu,2014,38713,1744.64,Manual,Gas,Fair,4.2,5,342,47,0
2311,Honda,Civic,2016,111811,4697.39,Automatic,Gas,Good,3.5,25,573,49,0
2312,Ford,F-150,2015,28024,6433.44,Automatic,Gas,Good,3.9,28,459,76,0
2313,Toyota,Camry,2019,79885,9899.39,Automatic,Gas,Good,4.7,6,527,98,0
2314,BMW,X5,2020,35461,13416.78,Automatic,Gas,Fair,3.6,7,274,85,1
2315,Mercedes,C-Class,2021,52881,22271.96,Automatic,Gas,Good,3.9,6,432,32,0
2316,Chevrolet,Malibu,2006,32253,1500.0,Automatic,Gas,Excellent,4.2,15,188,54,1
2317,Ford,F-150,2022,98067,13219.88,Manual,Gas,Fair,4.3,11,656,36,0
2318,Hyundai,Elantra,2016,36236,5941.63,Manual,Gas,Good,,30,97,89,1
2319,Ford,F-150,2023,83381,15266.08,Automatic,Gas,Good,4.7,25,346,99,0
2320,Honda,Civic,2022,48705,13021.89,Automatic,Gas,Good,4.6,16,260,98,0
2321,Hyundai,Elantra,2021,55899,7120.68,Automatic,Diesel,Good,4.9,18,501,19,0
2322,Honda,Civic,2010,65424,1500.0,Automatic,Gas,Good,4.2,33,688,37,1
2323,BMW,X5,2019,37907,22025.71,Automatic,Gas,Excellent,3.9,33,498,17,0
2324,Mercedes,C-Class,2007,67929,1500.0,Automatic,Gas,Fair,3.8,24,844,80,0
2325,BMW,X5,2010,149971,1500.0,Automatic,Gas,Excellent,4.4,8,193,16,0
2326,Toyota,Camry,2007,37539,1500.0,Automatic,Gas,Good,4.0,29,204,58,1
2327,Toyota,Camry,2005,120944,1500.0,Automatic,Gas,Excellent,3.9,12,266,44,0
2328,BMW,X5,2017,147098,9824.91,Automatic,Gas,Good,3.9,25,418,68,0
2329,Mercedes,C-Class,2018,36691,17302.65,Automatic,Gas,Excellent,3.8,23,245,49,0
2330,BMW,X5,2017,25008,12733.96,Manual,Gas,Good,4.3,28,287,94,0
2331,Mercedes,C-Class,2008,71766,1500.0,Manual,Gas,Good,3.4,15,493,51,0
2332,Mercedes,C-Class,2011,43111,1500.0,Automatic,Gas,Excellent,4.4,32,214,98,1
2333,Nissan,Altima,2014,183718,3700.75,Automatic,Gas,Good,4.6,5,230,5,0
2334,Hyundai,Elantra,2011,61137,1500.0,Automatic,Gas,Fair,3.9,29,340,97,1
2335,Chevrolet,Malibu,2019,37000,9477.3,Automatic,Gas,,5.0,13,354,58,0
2336,Mercedes,C-Class,2019,30082,15324.59,Automatic,Gas,Fair,4.2,5,551,46,0
2337,Honda,Civic,2008,115144,1500.0,Automatic,Gas,Fair,3.3,9,264,55,0
2338,Mercedes,C-Class,2010,42501,1500.0,Automatic,Gas,Poor,4.0,29,291,73,0
2339,Mercedes,C-Class,2009,61469,1500.0,Automatic,Gas,Fair,4.2,32,487,17,0
2340,Mercedes,C-Class,2016,106242,9082.44,Automatic,Gas,Good,,12,520,12,0
2341,Nissan,Altima,2005,44776,1500.0,Manual,Hybrid,Poor,,3,614,24,0
2342,Hyundai,Elantra,2012,58246,1500.0,Automatic,Gas,Fair,3.6,6,470,56,0
2343,Nissan,Altima,2005,59281,1500.0,Automatic,Gas,Fair,3.5,28,419,55,1
2344,Toyota,Camry,2009,90218,1500.0,Automatic,Gas,Excellent,,32,486,116,0
2345,Nissan,Altima,2010,85344,1500.0,Automatic,Hybrid,Poor,3.9,10,359,76,0
2346,Honda,Civic,2007,52466,1500.0,Automatic,Hybrid,Fair,3.5,22,358,79,1
2347,Honda,Civic,2019,62204,7536.62,Automatic,Gas,Fair,3.8,19,133,16,1
2348,Nissan,Altima,2009,47902,1500.0,Automatic,Gas,Excellent,4.6,7,534,87,1
2349,Hyundai,Elantra,2018,24672,8840.22,Automatic,Gas,Excellent,5.0,33,431,82,1
2350,BMW,X5,2022,69881,14834.07,Automatic,Gas,Poor,4.7,19,516,22,0
2351,Chevrolet,Malibu,2020,186337,6225.0,Automatic,Gas,Good,5.0,11,0,110,0
2352,Hyundai,Elantra,2010,35234,1500.0,Automatic,Diesel,Good,4.8,10,392,44,0
2353,Nissan,Altima,2018,37653,8512.97,Automatic,Gas,Fair,4.7,32,271,95,0
2354,Mercedes,C-Class,2012,35509,1500.0,Automatic,Gas,Excellent,4.0,9,625,43,1
2355,Ford,F-150,2011,92480,1573.78,Automatic,Gas,Good,4.3,7,492,79,1
2356,Chevrolet,Malibu,2012,78361,1500.0,Automatic,Gas,Good,3.9,6,435,117,0
2357,Chevrolet,Malibu,2017,54441,6588.29,Automatic,Gas,Good,4.1,25,335,21,1
2358,Honda,Civic,2010,34516,1500.0,Manual,Gas,Good,4.2,5,459,8,1
2359,Chevrolet,Malibu,2022,63286,16496.08,Manual,Gas,Excellent,4.6,10,260,49,1
2360,Nissan,Altima,2006,23417,1500.0,Automatic,Gas,Excellent,4.5,7,385,104,0
2361,Mercedes,C-Class,2012,65254,1500.0,Manual,Gas,Good,4.1,7,313,100,1
2362,Mercedes,C-Class,2015,101003,7454.86,Automatic,Diesel,Fair,4.2,19,739,106,0
2363,Toyota,Camry,2005,28262,1500.0,Manual,Gas,Good,4.5,31,620,102,1
2364,Mercedes,C-Class,2010,23872,1500.0,Automatic,Gas,Excellent,4.6,17,559,6,1
2365,Hyundai,Elantra,2020,154455,9186.02,Automatic,Gas,Excellent,3.3,28,176,81,0
2366,Mercedes,C-Class,2016,41479,7109.61,Automatic,Gas,Fair,3.6,33,529,104,1
2367,Honda,Civic,2015,118369,3657.46,Automatic,Hybrid,Poor,4.9,29,428,109,0
2368,Mercedes,C-Class,2014,54589,6539.98,Automatic,Diesel,Good,4.2,10,583,47,0
2369,Toyota,Camry,2007,54329,1500.0,Manual,Gas,Excellent,3.9,9,448,36,0
2370,Ford,F-150,2017,77889,7511.03,Automatic,Gas,Good,4.0,19,398,92,0
2371,Nissan,Altima,2007,35228,1500.0,Automatic,Gas,Fair,4.0,14,435,111,1
2372,Honda,Civic,2019,64828,8650.29,Automatic,Hybrid,Good,4.5,30,129,23,1
2373,Hyundai,Elantra,2020,47624,9667.89,Automatic,Gas,Good,3.5,6,284,31,0
2374,Ford,F-150,2017,27111,10015.53,Automatic,Gas,Good,4.2,22,456,110,1
2375,Honda,Civic,2021,73312,5841.77,Automatic,Gas,Poor,4.3,30,570,75,1
2376,BMW,X5,2007,51124,1500.0,Automatic,Diesel,Excellent,4.4,27,317,62,0
2377,Chevrolet,Malibu,2015,54490,2367.32,Automatic,Gas,Poor,,28,393,84,0
2378,BMW,X5,2023,28966,31532.97,Automatic,Gas,Good,4.5,20,159,96,1
2379,Mercedes,C-Class,2015,155568,3658.94,Automatic,Gas,Good,3.9,6,618,81,0
2380,Ford,F-150,2020,101318,11508.08,Automatic,Hybrid,Good,3.6,12,567,57,0
2381,Mercedes,C-Class,2007,106776,1500.0,Manual,Gas,Good,5.0,5,497,106,0
2382,Chevrolet,Malibu,2010,49847,1500.0,Automatic,Hybrid,Good,4.0,28,461,102,1
2383,Honda,Civic,2018,21215,10072.28,Automatic,Gas,Good,4.1,33,632,70,1
2384,Chevrolet,Malibu,2022,193252,8325.73,Automatic,Gas,Excellent,4.6,7,279,65,0
2385,Toyota,Camry,2021,57718,12577.37,Automatic,Hybrid,Good,5.0,14,263,37,0
